Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category 2,Category,Zone,Royalty Code,2014 List Price,Condition,Current Specs,Qty Allocated,Min Order Qty,Available         ,Available Later,On,Available Later,On,Available Later,On
CT,    ,004721,#1,DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,Mid spring border flowering,PRN,03,, 4.95 ,,,     , 10 ,     ," 1,296 ",04/15/14  ,     ,          ,     ,          
CT,    ,00472UT,LittleOne,DIANTHUS GRAT FIREWITCH,Dianthus gratianapolitanus 'Firewitch'                      ,Firewitch Cheddar Pink                                      ,Mid spring border flowering,PRN,03,, 2.50 ,,,     , 16 ,     , 504 ,04/15/14  ,     ,          ,     ,          
CT,2010,094501S,SuperOne TM,DIANTHUS RASP SURPRISE PP16029,Dianthus 'Raspberry Surprise'                               ,Raspberry Surprise Maiden Pink                              ,Mid spring border flowering,PRN,04,, 7.95 ,,,     , 10 , 139 , 559 ,04/15/14  ,     ,          ,     ,          
CT,    ,024771,#1,DIANTHUS SPANGLED STAR PP13029,Dianthus 'Spangled Star' P.P.# 13029                        ,Spangled Star Maiden Pink                                   ,Mid spring border flowering,PRN,04,, 4.95 ,,,     , 10 ,     , 900 ,04/15/14  ,     ,          ,     ,          
CT,2010,004811,#1,DICENTRA KING OF HEARTS,Dicentra x 'King of Hearts'                                 ,King Of Hearts Bleeding Heart                               ,Early spring border flowering,PRN,02,, 4.95 ,,,     , 10 ,     , 601 ,04/15/14  ,     ,          ,     ,          
CT,2010,004812,#2,DICENTRA KING OF HEARTS,Dicentra x 'King of Hearts'                                 ,King Of Hearts Bleeding Heart                               ,Early spring border flowering,PRN,02,, 6.95 ,,,     , 5 ,     , 200 ,04/15/14  ,     ,          ,     ,          
CT,    ,004841,#1,DICENTRA SPECTABILIS,Dicentra spectabilis                                        ,Bleeding Heart                                              ,Early spring border flowering,PRN,03,, 4.95 ,,,     , 10 ,     , 604 ,04/15/14  ,     ,          ,     ,          
CT,2011,015861,#1,DICENTRA SPECTABILIS ALBA,                                                            ,                                                            ,Early spring border flowering,PRN,03,, 4.95 ,,,     , 10 ,     , 319 ,04/15/14  ,     ,          ,     ,          
CT,    ,022281S,SuperOne TM,ECHIN 'MARMALADE' PPAF,                                                            ,                                                            ,Mid/late interm. flowering,PRN,04,, 7.95 ,,,     , 10 ,     , 84 ,04/15/14  ,     ,          ,     ,          
CT,    ,402431S,SuperOne TM,ECHIN BUTTERFLY KISSES PPAF,                                                            ,                                                            ,Mid/late interm. flowering,PRN,04,, 7.95 ,,,     , 10 ,     , 214 ,04/15/14  ,     ,          ,     ,          
CT,    ,402341S,SuperOne TM,ECHIN CORAL PINK CHARGE,                                                            ,                                                            ,Mid/late interm. flowering,PRN,04,, 6.95 ,,,     , 10 ,     , 28 ,04/15/14  ,     ,          ,     ,          
CT,    ,402371S,SuperOne TM,ECHIN DEEP PINK PIZAZZ TM,                                                            ,                                                            ,Mid/late interm. flowering,PRN,04,, 6.95 ,,,     , 10 ,     , 603 ,04/15/14  ,     ,          ,     ,          
CT,    ,402381S,SuperOne TM,ECHIN GOLDEN DAZZLE,                                                            ,                                                            ,Mid/late interm. flowering,PRN,04,, 6.95 ,,,     , 10 ,     , 74 ,04/15/14  ,     ,          ,     ,          
CT,    ,402411S,SuperOne TM,ECHIN TANGERINE THRILL,                                                            ,                                                            ,Mid/late interm. flowering,PRN,04,, 6.95 ,,,     , 10 ,     , 811 ,04/15/14  ,     ,          ,     ,          
CT,2011,054431S,SuperOne TM,ECHINACEA FIREBIRD PPAF,                                                            ,                                                            ,Mid/late interm. flowering,PRN,04,BYN, 7.95 ,,,     , 10 ,     , 689 ,04/15/14  ,     ,          ,     ,          
CT,    ,004891,#1,ECHINACEA KIMS KNEE HI PP12242,Echinacea purpurea 'Kim's Knee High' P.P. #12242            ,Kim's Knee High Purple Coneflower                           ,Mid/late interm. flowering,PRN,04,SBN, 5.50 ,,,     , 10 ,     , 761 ,04/15/14  ,     ,          ,     ,          
CT,    ,004892,#2,ECHINACEA KIMS KNEE HI PP12242,Echinacea purpurea 'Kim's Knee High' P.P. #12242            ,Kim's Knee High Purple Coneflower                           ,Mid/late interm. flowering,PRN,04,SBN, 6.95 ,,,     , 5 ,     , 501 ,04/15/14  ,     ,          ,     ,          
CT,2011,077121,#1,ECHINACEA NOW CHEESIER PPAF,Echinacea 'Now Cheesier' P.P.A.F.                           ,Now Cheesier Coneflower                                     ,Mid/late interm. flowering,PRN,04,, 5.50 ,,,     , 10 ,     , 906 ,04/15/14  ,     ,          ,     ,          
CT,2012,003121,#1,ECHINACEA POWWOW R WHITE,"Echinacea purpurea 'PAS702918' P.P. #7,982,110              ",PowWow®  White Coneflower,Mid/late interm. flowering,PRN,03,, 5.50 ,,,     , 10 ,     , 600 ,04/15/14  ,     ,          ,     ,          
CT,2011,002991,#1,ECHINACEA POWWOW R WILDBERRY,Echinacea purpurea 'PAS702917'                              ,PowWow®  Wild Berry Coneflower,Mid/late interm. flowering,PRN,03,, 5.50 ,,,     , 10 ,     ," 1,220 ",04/15/14  ,     ,          ,     ,          
CT,2011,043401S,SuperOne TM,ECHINACEA PRAIRIE SPLENDOR,Echinacea purpurea 'Prairie Splendor'                       ,Prairie Splendor Coneflower                                 ,Mid/late interm. flowering,PRN,03,, 7.95 ,,,     , 10 ,     , 502 ,04/15/14  ,     ,          ,     ,          
CT,2010,059741S,SuperOne TM,ECHINACEA PUR HOT PAPAYA PPAF,Echinacea purpurea 'Hot Papaya'                             ,Hot Papaya Coneflower                                       ,Mid/late interm. flowering,PRN,04,, 7.95 ,,,     , 10 ,     , 780 ,04/15/14  ,     ,          ,     ,          
CT,    ,031772,#2,ECHINACEA PUR MAGNUS,Echinacea purpurea 'Magnus'                                 ,Magnus Purple Coneflower                                    ,Mid/late interm. flowering,PRN,04,, 6.95 ,,,     , 5 ,     , 20 ,05/01/14  , 770 ,05/15/14  ,     ,          
CT,2010,032341S,SuperOne TM,ECHINACEA PUR MERINGUE PPAF,Echinacea purpurea 'Meringue' P.P.A.F.                      ,Meringue Coneflower                                         ,Mid/late interm. flowering,PRN,05,OLD, 7.95 ,,,     , 10 ,     , 870 ,04/15/14  ,     ,          ,     ,          
CT,    ,018221,#1,ECHINACEA PUR RUBY STAR,Echinacea purpurea 'Ruby Star'                              ,Ruby Star Coneflower                                        ,Mid/late interm. flowering,PRN,04,, 5.50 ,,,     , 10 ,     , 792 ,04/15/14  ,     ,          ,     ,          
CT,    ,033672,#2,ECHINACEA PUR WHITE SWAN,Echinacea purpurea 'White Swan'                             ,White Swan Coneflower                                       ,Mid/late interm. flowering,PRN,03,, 6.95 ,,,     , 5 ,     , 420 ,04/15/14  ,     ,          ,     ,          
CT,    ,048651,#1,ECHINACEA TIKI TORCH PP18839,Echinacea purpurea 'Tiki Torch' P.P.# 18839                 ,Tiki Torch Coneflower                                       ,Mid/late interm. flowering,PRN,04,OLD, 5.50 ,,,     , 10 ,     ," 1,179 ",04/15/14  ,     ,          ,     ,          
CT,    ,048652,#2,ECHINACEA TIKI TORCH PP18839,Echinacea purpurea 'Tiki Torch' P.P.# 18839                 ,Tiki Torch Coneflower                                       ,Mid/late interm. flowering,PRN,04,OLD, 6.95 ,,,     , 5 ,     , 102 ,05/01/14  ,     ,          ,     ,          
CT,    ,057301,#1,ECHINACEA TOMATO SOUP PPAF,"Echinacea 'Tomato Soup' P.P.# 19,427                        ",Tomato Soup Coneflower                                      ,Mid/late interm. flowering,PRN,04,OLD, 5.50 ,,,     , 10 ,     ," 1,068 ",04/15/14  ,     ,          ,     ,          
CT,    ,057302,#2,ECHINACEA TOMATO SOUP PPAF,"Echinacea 'Tomato Soup' P.P.# 19,427                        ",Tomato Soup Coneflower                                      ,Mid/late interm. flowering,PRN,04,OLD, 6.95 ,,,     , 5 ,     , 81 ,05/01/14  ,     ,          ,     ,          
CT,    ,402901,#1,GAIL GALLO R DRK BICLR P20718,                                                            ,                                                            ,Mid spring border flowering,PRN,05,, 4.95 ,,,     , 10 , 60 , 149 ,04/15/14  ,     ,          ,     ,          
CT,    ,402902,#2,GAIL GALLO R DRK BICLR P20718,                                                            ,                                                            ,Mid spring border flowering,PRN,05,, 6.95 ,,,     , 5 ,     , 578 ,04/15/14  ,     ,          ,     ,          
CT,    ,402882,#2,GAILLARDIA ARIZONA APRICOT,                                                            ,                                                            ,Mid spring border flowering,PRN,02,, 6.95 ,,,     , 5 ,     , 30 ,05/01/14  ,     ,          ,     ,          
CT,    ,035712,#2,GAILLARDIA ARIZONA SUN,Gaillardia x 'Arizona Sun'                                  ,Arizona Sun Blanket Flower                                  ,Mid spring border flowering,PRN,03,, 6.95 ,,,     , 5 ,     , 5 ,05/15/14  ,     ,          ,     ,          
CT,2012,094912,#2,GAILLARDIA COMMOTION MOXIE,Gaillardia x grandiflora 'Moxie'                            ,Commotion®  Moxie Blanket Flower,Mid spring border flowering,PRN,05,, 6.95 ,,,     , 5 ,     , 50 ,05/01/14  ,     ,          ,     ,          
CT,2013,089222,#2,GAILLARDIA FANFARE BLZE P23494,"Gaillardia x grandiflora 'Fanfare Blaze' P.P.#23,494        ",Fanfare Blaze Blanket Flower                                ,Mid spring border flowering,PRN,03,PHI, 6.95 ,,,     , 5 ,     , 8 ,05/01/14  ,     ,          ,     ,          
CT,    ,037612,#2,GAILLARDIA GOBLIN,Gaillardia x grandiflora 'Goblin'                           ,Goblin Blanket Flower                                       ,Mid spring border flowering,PRN,03,, 6.95 ,,,     , 5 ,     , 233 ,05/01/14  ,     ,          ,     ,          
CT,    ,038241,#1,GERANIUM CIN BALLERINA,Geranium cinereum 'Ballerina'                               ,Ballerina Cranesbill                                        ,Mid spring border flowering,PRN,04,, 4.95 ,,,     , 10 ,     , 648 ,04/15/14  ,     ,          ,     ,          
CT,    ,023081,#1,GERANIUM ROZANNE PP12175,Geranium x 'Rozanne' P.P.# 12175                            ,Rozanne Cranesbill                                          ,Mid spring border flowering,PRN,04,, 4.95 ,,,     , 10 ,     ," 1,735 ",04/15/14  ,     ,          ,     ,          
CT,    ,021262,#2,GEUM X MRS. BRADSHAW,                                                            ,                                                            ,Mid/late border flowering,PRN,04,, 6.95 ,,,     , 5 ,     , 27 ,05/01/14  ,     ,          ,     ,          
CT,    ,403011S,SuperOne TM,HELENIUM BLAZING POPS,                                                            ,                                                            ,Mid/late interm. flowering,PRN,04,, 6.95 ,,,     , 10 ,     , 202 ,04/15/14  ,     ,          ,     ,          
CT,    ,025802,#2,HELENIUM MARDI GRAS PP15124,                                                            ,                                                            ,Mid/late interm. flowering,PRN,04,, 6.95 ,,,     , 5 ,     , 109 ,04/15/14  ,     ,          ,     ,          
CT,    ,005922,#2,HELIOPSIS SUMMER SUN,                                                            ,                                                            ,Mid/late tall flowering,PRN,04,, 6.95 ,,,     , 5 ,     , 78 ,05/01/14  ,     ,          ,     ,          
CT,    ,403042S,SuperTwo,HELIOPSIS TUSCAN SUN PPAF,                                                            ,                                                            ,Mid/late tall flowering,PRN,03,, 6.95 ,,,     , 5 ,     , 215 ,04/15/14  , 347 ,05/01/14  ,     ,          
CT,    ,040511,#1,HEM HAPPY RETURNS,Hemerocallis x 'Happy Returns'                              ,Happy Returns Dwarf Daylily                                 ,Hemerocallis,PRN,04,, 4.95 ,,,     , 10 ,     ," 1,800 ",04/15/14  ," 4,502 ",05/01/14  ,     ,          
CT,    ,403191S,SuperOne TM,HEM MIGHTY CHESTNUT,                                                            ,                                                            ,Hemerocallis,PRN,03,, 7.95 ,,,     , 10 , 276 , 602 ,04/15/14  ,     ,          ,     ,          
CT,    ,041261,#1,HEM NIGHT EMBERS,Hemerocallis x 'Night Embers'                               ,Night Embers Daylily                                        ,Hemerocallis,PRN,05,, 4.95 ,,,     , 10 , 97 ,     ,          ,     ,          ,     ,          
CT,    ,041262,#2,HEM NIGHT EMBERS,Hemerocallis x 'Night Embers'                               ,Night Embers Daylily                                        ,Hemerocallis,PRN,05,, 6.95 ,,,     , 5 ,     , 64 ,04/15/14  ,     ,          ,     ,          
CT,    ,403211,#1,HEM PRIMAL SCREAM,                                                            ,                                                            ,Hemerocallis,PRN,03,, 5.50 ,,,     , 10 , 78 ,     ,          ,     ,          ,     ,          
CT,    ,046612,#2,HEM PURPLE DE ORO,                                                            ,                                                            ,Hemerocallis,PRN,04,, 6.95 ,,,     , 5 ,     , 886 ,04/15/14  ,     ,          ,     ,          
CT,2010,059931,#1,HEM ROSY RETURNS,Hemerocallis x 'Rosy Returns'                               ,Happy Ever Appster(R) Daylily                               ,Hemerocallis,PRN,04,, 4.95 ,,,     , 10 ,     , 511 ,04/15/14  ,     ,          ,     ,          
CT,2010,059932,#2,HEM ROSY RETURNS,Hemerocallis x 'Rosy Returns'                               ,Happy Ever Appster(R) Daylily                               ,Hemerocallis,PRN,04,, 6.95 ,,,     , 5 ,     , 503 ,04/15/14  ,     ,          ,     ,          
CT,2014,076281,#1,HEM RUBY SPIDER,Hemerocallis x 'Ruby Spider'                                ,Ruby Spider Daylily                                         ,Hemerocallis,PRN,03,, 5.50 ,,,     , 10 , 83 , 483 ,04/15/14  , 889 ,05/01/14  ,     ,          
CT,    ,040111,#1,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,Hemerocallis,PRN,04,, 4.95 ,,,     , 10 ,     ," 2,028 ",04/15/14  ,     ,          ,     ,          
CT,    ,040112,#2,HEM STELLA DE ORO,Hemerocallis x 'Stella de Oro'                              ,Stella De Oro Dwarf Daylily                                 ,Hemerocallis,PRN,04,, 6.95 ,,,     , 5 ,     ," 1,034 ",04/15/14  ,     ,          ,     ,          
CT,    ,403201,#1,HEM TROPHYTAKER R NOSFERATU,                                                            ,                                                            ,Hemerocallis,PRN,03,, 5.50 ,,,     , 10 ,     ," 1,002 ",04/15/14  ,     ,          ,     ,          
CT,    ,403231,#1,HEUCHERA BERRY SMOOTHIE P21871,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 5.50 ,,,     , 10 ,     , 500 ,04/15/14  ,     ,          ,     ,          
CT,    ,403241S,SuperOne TM,HEUCHERA CHERRY COLA P22967,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 7.95 ,,,     , 10 ,     , 360 ,04/15/14  ,     ,          ,     ,          
CT,    ,040781,#1,HEUCHERA CRIMSON CURLS PP13729,Heuchera x 'Crimson Curls' P.P.# 13729                      ,Crimson Curls Coral Bells                                   ,Shade foliage/flower,PRN,04,PHI, 4.95 ,,,     , 10 ,     , 762 ,04/15/14  ,     ,          ,     ,          
CT,    ,086641,#1,HEUCHERA FIRE ALARM PPAF,                                                            ,                                                            ,Shade foliage/flower,PRN,04,BYN, 4.95 ,,,     , 10 ,     , 586 ,04/15/14  ,     ,          ,     ,          
CT,    ,403321S,SuperOne TM,HEUCHERA INCREDIBLACK,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 6.95 ,,,     , 10 ,     , 476 ,04/15/14  ,     ,          ,     ,          
CT,    ,05484UT,LittleOne,HEUCHERA LIME MARMELADE PPAF,                                                            ,                                                            ,Shade foliage/flower,PRN,04,BYN, 2.50 ,,,     , 16 ,     , 287 ,04/15/14  ,     ,          ,     ,          
CT,    ,403281,#1,HEUCHERA LTLE CTE TM BLNDE PAF,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 5.50 ,,,     , 10 ,     , 432 ,04/15/14  ,     ,          ,     ,          
CT,    ,403291,#1,HEUCHERA LTLE CTE TM COCO PPAF,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 5.50 ,,,     , 10 ,     , 432 ,04/15/14  ,     ,          ,     ,          
CT,    ,403301,#1,HEUCHERA LTLE CTE TM FROST PAF,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 5.50 ,,,     , 10 ,     , 429 ,04/15/14  ,     ,          ,     ,          
CT,    ,403331,#1,HEUCHERA LTLE CTE TM PPRMT PAF,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 5.50 ,,,     , 10 ,     , 432 ,04/15/14  ,     ,          ,     ,          
CT,    ,403341,#1,HEUCHERA LTLE CTE TM SG BR PAF,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 5.50 ,,,     , 10 ,     , 419 ,04/15/14  ,     ,          ,     ,          
CT,    ,403351,#1,HEUCHERA LTLE CTE TM SW TR PAF,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 5.50 ,,,     , 10 ,     , 431 ,04/15/14  ,     ,          ,     ,          
CT,    ,028871,#1,HEUCHERA MARMALADE PP15945,Heuchera x 'Marmalade' P.P.# 15945                          ,Marmalade Coral Bells                                       ,Shade foliage/flower,PRN,04,OLD, 4.95 ,,,     , 10 ,     , 918 ,04/15/14  ,     ,          ,     ,          
CT,    ,037541,#1,HEUCHERA OBSIDIAN PP14836,"Heuchera x 'Obsidian' P.P. #14,836                          ",Obsidian Coral Bells                                        ,Shade foliage/flower,PRN,04,TNN, 5.50 ,,,     , 10 ,     ," 1,247 ",04/15/14  ,     ,          ,     ,          
CT,    ,040721,#1,HEUCHERA PLUM PUDDING,Heuchera x 'Plum Pudding'                                   ,Plum Pudding Coral Bells                                    ,Shade foliage/flower,PRN,04,, 4.95 ,,,     , 10 ,     ," 1,795 ",04/15/14  ,     ,          ,     ,          
CT,    ,403271S,SuperOne TM,HEUCHERA ROOT BEER PP23173,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 7.95 ,,,     , 10 ,     , 359 ,04/15/14  ,     ,          ,     ,          
CT,    ,02165UT,LittleOne,HEUCHERA SNOW ANGEL,                                                            ,                                                            ,Shade foliage/flower,PRN,03,, 2.50 ,,,     , 16 ,     , 343 ,04/15/14  ,     ,          ,     ,          
CT,    ,403361S,SuperOne TM,HEUCHERA UMBERLIEVABLE,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 6.95 ,,,     , 10 ,     , 55 ,04/15/14  ,     ,          ,     ,          
CT,    ,046641,#1,HEUCHERA VIL CARAMEL PP16560,"Heuchera 'Caramel' P.P.# 16,560                             ",Caramel Coral Bells                                         ,Shade foliage/flower,PRN,04,, 4.95 ,,,     , 10 ,     , 940 ,04/15/14  ,     ,          ,     ,          
CT,2013,076241S,SuperOne TM,HEUCHERELLA REDSTONE FALLS PAF,"Heucherella x 'Redstone Falls' P.P.# 22,394                 ",Redstone Falls Trailing Foamy Bells                         ,Shade foliage/flower,PRN,04,, 7.95 ,,,     , 10 ,     , 367 ,04/15/14  ,     ,          ,     ,          
CT,    ,403371S,SuperOne TM,HEUCHERELLA SUN RISE FALLS,                                                            ,                                                            ,Sun/shade foliage-groundcover,PRN,04,, 7.95 ,,,     , 10 ,     , 503 ,04/15/14  ,     ,          ,     ,          
CT,2010,041171,#1,HEUCHERELLA SWEET TEA PPAF,Heucherella 'Sweet Tea' P.P.A.F. PVR                        ,Sweet Tea Foamy Bells                                       ,Shade foliage/flower,PRN,04,TNN, 4.95 ,,,     , 10 ,     , 644 ,04/15/14  ,     ,          ,     ,          
CT,    ,031871,#1,HOSTA ABIQUA DRINKING GOURD,Hosta (H. 'Tokudama' x H. sieboldiana) 'Abiqua Drinking Gour,Abiqua Drinking Gourd Plantain Lily                         ,Hosta,PRN,03,, 5.50 ,,,     , 10 , 245 , 664 ,04/15/14  ,     ,          ,     ,          
CT,    ,403501,#1,HOSTA ALAKAZAAM PPAF,                                                            ,                                                            ,Hosta,PRN,03,, 4.95 ,,,     , 10 ,     , 600 ,04/15/14  ,     ,          ,     ,          
CT,    ,403511S,SuperOne TM,HOSTA BLAZING SADDLES,                                                            ,                                                            ,Hosta,PRN,03,, 7.95 ,,,     , 10 , 347 ,     ,          ,     ,          ,     ,          
CT,    ,006871,#1,HOSTA BLUE ANGEL,Hosta x 'Blue Angel'                                        ,Blue Angel Plantain Lily                                    ,Hosta,PRN,05,, 4.95 ,,,     , 10 ,     , 936 ,04/15/14  ,     ,          ,     ,          
CT,    ,006872,#2,HOSTA BLUE ANGEL,Hosta x 'Blue Angel'                                        ,Blue Angel Plantain Lily                                    ,Hosta,PRN,05,, 6.95 ,,,     , 5 ,     ," 1,269 ",04/15/14  ,     ,          ,     ,          
CT,    ,403531,#1,HOSTA BLUE MOUSE EARS,                                                            ,                                                            ,Hosta,PRN,03,, 4.95 ,,,     , 10 ,     ," 1,446 ",04/15/14  ,     ,          ,     ,          
CT,    ,40353UT,LittleOne,HOSTA BLUE MOUSE EARS,                                                            ,                                                            ,Hosta,PRN,03,, 2.50 ,,,     , 16 ,     , 4 ,04/01/14  , 868 ,04/15/14  ,     ,          
CT,    ,403541,#1,HOSTA CATHEDRAL WINDOWS P17295,                                                            ,                                                            ,Hosta,PRN,03,, 5.50 ,,,     , 10 ,     , 500 ,04/15/14  ,     ,          ,     ,          
CT,    ,403611,#1,HOSTA EARTH ANGEL,                                                            ,                                                            ,Hosta,PRN,03,, 4.95 ,,,     , 10 , 332 , 787 ,04/15/14  ,     ,          ,     ,          
CT,    ,017491,#1,HOSTA FIRE & ICE,Hosta x 'Fire and Ice'                                      ,Fire And Ice Plantain Lily                                  ,Hosta,PRN,04,, 4.95 ,,,     , 10 , 11 , 932 ,04/15/14  ,     ,          ,     ,          
CT,2014,042981,#1,HOSTA FIRST FROST,Hosta x 'First Frost'                                       ,First Frost Plantain Lily                                   ,Hosta,PRN,04,, 4.95 ,,,     , 10 ,     , 401 ,04/15/14  ,     ,          ,     ,          
CT,    ,041861,#1,HOSTA FLUCTUANS VARIEG (SAGAE),Hosta x 'Sagae'                                             ,Variegated Plantain Lily                                    ,Hosta,PRN,04,, 5.50 ,,,     , 10 , 245 , 623 ,04/15/14  ,     ,          ,     ,          
CT,    ,041862,#2,HOSTA FLUCTUANS VARIEG (SAGAE),Hosta x 'Sagae'                                             ,Variegated Plantain Lily                                    ,Hosta,PRN,04,, 6.95 ,,,     , 5 ,     , 271 ,03/15/14  ,     ,          ,     ,          
CT,    ,403491,#1,HOSTA FRAGRANT BOUQUET,                                                            ,                                                            ,Hosta,PRN,03,, 4.95 ,,,     , 10 ,     , 310 ,04/15/14  ,     ,          ,     ,          
CT,    ,041691,#1,HOSTA FRANCEE,Hosta x 'Francee'                                           ,Francee Plantain Lily                                       ,Hosta,PRN,04,, 4.95 ,,,     , 10 ,     , 696 ,04/15/14  ,     ,          ,     ,          
CT,    ,017521,#1,HOSTA GUACAMOLE,Hosta x 'Guacamole'                                         ,Guacamole Plantain Lily                                     ,Hosta,PRN,03,, 5.50 ,,,     , 10 ,     , 705 ,04/15/14  ,     ,          ,     ,          
CT,    ,403551S,SuperOne TM,HOSTA HUSH PUPPIE,                                                            ,                                                            ,Hosta,PRN,03,, 7.95 ,,,     , 10 ,     , 48 ,04/15/14  ,     ,          ,     ,          
CT,    ,017531,#1,HOSTA JUNE,Hosta x 'June'                                              ,June Plantain Lily                                          ,Hosta,PRN,03,, 4.95 ,,,     , 10 ,     , 884 ,04/15/14  ,     ,          ,     ,          
CT,    ,041821,#1,HOSTA KROSSA REGAL,Hosta x 'Krossa Regal'                                      ,Krossa Regal Plantain Lily                                  ,Hosta,PRN,03,, 4.95 ,,,     , 10 ,     , 778 ,04/15/14  ,     ,          ,     ,          
CT,    ,006981,#1,HOSTA MINUTEMAN,Hosta x 'Minuteman'                                         ,Minuteman Plantain Lily                                     ,Hosta,PRN,03,, 4.95 ,,,     , 10 , 128 ,     ,          ,     ,          ,     ,          
CT,    ,403561,#1,HOSTA PARADIGM,                                                            ,                                                            ,Hosta,PRN,03,, 5.50 ,,,     , 10 , 135 , 537 ,04/15/14  ,     ,          ,     ,          
CT,    ,041881,#1,HOSTA PATRIOT,Hosta x 'Patriot'                                           ,Patriot Plantain Lily                                       ,Hosta,PRN,04,, 4.95 ,,,     , 10 , 211 ," 2,507 ",04/15/14  ,     ,          ,     ,          
CT,    ,041882,#2,HOSTA PATRIOT,Hosta x 'Patriot'                                           ,Patriot Plantain Lily                                       ,Hosta,PRN,04,, 6.95 ,,,     , 5 ,     , 899 ,04/15/14  ,     ,          ,     ,          
CT,2010,062011,#1,HOSTA PAUL'S GLORY,Hosta 'Paul's Glory'                                        ,Paul's Glory Hosta                                          ,Hosta,PRN,03,, 5.50 ,,,     , 10 ,     , 441 ,04/15/14  ,     ,          ,     ,          
CT,    ,403571S,SuperOne TM,HOSTA PRAIRIE SKY PP17309,                                                            ,                                                            ,Hosta,PRN,03,, 7.95 ,,,     , 10 ,     , 426 ,04/15/14  ,     ,          ,     ,          
CT,    ,403621,#1,HOSTA PRAYING HANDS,                                                            ,                                                            ,Hosta,PRN,03,, 5.50 ,,,     , 10 ,     , 431 ,04/15/14  ,     ,          ,     ,          
CT,    ,093111,#1,HOSTA RAINFOREST SUNRISE,                                                            ,                                                            ,Hosta,PRN,03,, 4.95 ,,,     , 10 ,     , 437 ,04/15/14  ,     ,          ,     ,          
CT,    ,093112,#2,HOSTA RAINFOREST SUNRISE,                                                            ,                                                            ,Hosta,PRN,03,, 6.95 ,,,     , 5 ,     , 504 ,04/15/14  ,     ,          ,     ,          
CT,    ,007011,#1,HOSTA REGAL SPLENDOR,Hosta x 'Regal Splendor'                                    ,Regal Splendor Plantain Lily                                ,Hosta,PRN,04,, 4.95 ,,,     , 10 , 329 , 693 ,04/15/14  ,     ,          ,     ,          
CT,    ,403631,#1,HOSTA SEDUCER PPAF,                                                            ,                                                            ,Hosta,PRN,03,, 5.25 ,,,     , 10 , 784 ,     ,          ,     ,          ,     ,          
CT,    ,041831,#1,HOSTA SIEB ELEGANS,Hosta sieboldiana 'Elegans'                                 ,Elegans Plantain Lily                                       ,Hosta,PRN,03,, 4.95 ,,,     , 10 , 308 , 811 ,04/15/14  ,     ,          ,     ,          
CT,    ,042231,#1,HOSTA SIEB FRANCES WILLIAMS,Hosta sieboldiana 'Frances Williams'                        ,Frances Williams Plantain Lily                              ,Hosta,PRN,03,, 4.95 ,,,     , 10 , 191 , 641 ,04/15/14  ,     ,          ,     ,          
CT,    ,042232,#2,HOSTA SIEB FRANCES WILLIAMS,Hosta sieboldiana 'Frances Williams'                        ,Frances Williams Plantain Lily                              ,Hosta,PRN,03,, 6.95 ,,,     , 5 ,     , 175 ,03/15/14  , 779 ,04/15/14  ,     ,          
CT,    ,403641,#1,HOSTA SO SWEET,                                                            ,                                                            ,Hosta,PRN,03,, 4.95 ,,,     , 10 ,     , 169 ,04/15/14  ,     ,          ,     ,          
CT,2010,044671,#1,HOSTA STAINED GLASS PPAF,Hosta x 'Stained Glass' P.P.A.F.                            ,Stained Glass Plantain Lily                                 ,Hosta,PRN,03,OLD, 5.50 ,,,     , 10 ,     ," 1,271 ",04/15/14  ,     ,          ,     ,          
CT,2010,044672,#2,HOSTA STAINED GLASS PPAF,Hosta x 'Stained Glass' P.P.A.F.                            ,Stained Glass Plantain Lily                                 ,Hosta,PRN,03,OLD, 6.95 ,,,     , 5 ,     , 647 ,04/15/14  ,     ,          ,     ,          
CT,    ,40365UT,LittleOne,HOSTA STILETTO,                                                            ,                                                            ,Hosta,PRN,03,, 2.50 ,,,     , 16 ,     , 71 ,04/15/14  ,     ,          ,     ,          
CT,    ,029791,#1,HOSTA STRIPTEASE,Hosta x 'Striptease'                                        ,STRIPTEASE PLANTAIN LILY                                    ,Hosta,PRN,04,, 4.95 ,,,     , 10 ,     , 144 ,04/15/14  ,     ,          ,     ,          
